,asin,reviewerName,reviewText,overall,summary,post_neg,original_title,overview
197,B000H00VBQ,"Magdalena ""mystery cravings""",All four episodes on this series are very different yet connected by the invisible thread of the two main character's vulnerable relationship.  Their relationship crosses from the strictly professional to the personal-not as a couple-but as two human beings with personal issues who can't help but to yield to our need to connect to those closer to us.  The episodes are gripping any case involving children are nerve wrecking and potentially heart breaking the third episode has an unexpected end and the last one is frightening for it's possibilities so all the episodes are very intense. Tony's knowledge of human nature is fascinating-rarely found such remarkable writing. Beautifully shot.  Love the Smart Board and Kevin and Paula's very casual attire.,5,It get's better,1,Harry Potter and the Philosopher's Stone,Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.
198,B000H00VBQ,"Margue L. Hunt ""MargueHF""",The complex thrillers that Val McDermid writes must be very difficult to transfer to the screen but they have done well. Robson Green IS Dr. Tony Hill and the pure evil of those he chases is reflected just enough to indicate the level of disturbance represented in the books. Must see for mystery and psychological thriller fans.,5,Val McDermid's Great Tony Hill,1,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.
199,B000H00VBQ,"M. Bailey ""Quotizmo""",Great show. First episode pulled me right in. Can't watch episode two even though I paid for it. They might have mentioned that it wasn't available for the iPad before selling it to me on my iPad.,5,Don't buy for tablet devices,1,Pirates of the Caribbean: The Curse of the Black Pearl,Jack Sparrow a freewheeling 17th-century pirate who roams the Caribbean Sea butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.
200,B000H00VBQ,Michael Dobey,"This show always is excellent as far as british crime or mystery showsgoes this is one of the best ever made.  The stories are well done and the acting is top notch with interesting twists in the realistic and brutal storylines.  This show pulls no punches as it enters into the twisted minds of criminals and the profiler psychiatrist who helps out in a northern english city police force. The show looks like it is shot in Manchester but it is called by another name in the show.  One episode is not on this disc the excellent 'prayer of the bone"" which is on a seperate disc.  Still crime shows don't get much better than this one on either side of the ocean.  It's just a great show that never has had a less than well made episode. Unfortunately like all British shows you only get about five shows a year   but these are an hour and a half shows  still one could hope for at least 8 of these a year.  The realism and depth of the main character Tony Hill as protrayed by the excellent Robson Green is well worth viewing because he just makes this role truly part of himself in everyway.  I bet he went to crime scenes even in real life to research his role.  But the writers too must be applauded for their way above average stories.  Lets hope this show continues on for many years to come.",5,Robson green and great writing,1,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.
201,B000H00VBQ,phantomfan,"I've been a sort of halfhearted fan of this series since season one but season five finally won me over completely. The stories are especially compelling and original this time and less ""demented"" (despite the quote on the box!) than previous seasons. Each episode is written produced and directed in an entirely different style e.g. the first one is fast-paced with the camera never alighting for more than a few seconds while the second one is very grainy jumpy and almost completely colorless; the last episode is a bit over saturated with color giving it a sort of surreal look. This is somewhat daring but it works extremely well.Another strength of this season is the character of Alex. I really liked Carol but Alex is at least as compelling if not more so. Also Kevin and Paula as the ""minor"" characters are superbly well written and well acted.And then there's Tony who is my ""small exception."" He's as charming and likeable as ever if not more so and seems to have become a bit more compassionate and considerate of other people. (I was thoroughly charmed by the popcorn-with-Ben scene!) But a little of his eccentricity is gone. We don't really see just how much of a complete oddball he is. However they more than made up for it in ""Prayer of the Bone"" so I can't really even call it a flaw.If you like a truly suspenseful intelligent multi-layered drama but previous episodes have left you uncertain about watching this series give season five a try.",5,"The best season yet, with one small exception",1,The Da Vinci Code,When the curator of the Louvre is found murdered in the famed museum's hallowed halls Harvard professor Robert Langdon and cryptographer Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.
202,B000H00VBQ,Philip J. Herman,read  the other review for a good overview of the series. I just want to add a few things. I am a fan of Sherlock Holmes and I watched all of the American CSI programs and House. I recently watched all the Inspector Lewis series and a few other Masterpiece Mysteries. I enjoy this show more than all of them. Maybe it's the chemistry between Tony and Carol I don't know. I feel sublime when I am watching them. I even grew to love the theme music. I felt really sad at the end of the 23rd episode.,5,"excellent, disturbing, enthralling, habit-forming, fantastic",1,Rio 2,It's a jungle out there for Blu Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in he goes beak-to-beak with the vengeful Nigel and meets the most fearsome adversary of all: his father-in-law.
203,B000H00VBQ,P. Klusman,This British crime drama is riveting.  The star Robson Green appears in another BBC drama.  He is an amazing actor and plays a psychiatrist who assists the police as a proviler.  This series was truly excellent.,5,Truly Wonderful Viewing,1,X2,Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.
204,B000H00VBQ,Ron West,It's difficult to avoid superlatives here. Production values acting narrative all add to the series's early development and to the growth of the ensemble characters particularly Hermione Norris's (then) DI Carol Jordan and of course Robson Green's portrayal of Tony Hill. As with all of the series though all of the core characters gain some detail. The cinematography deserves some notice as well particularly as this DP Dominic Clemence avoids the hand-held excesses that crop up and intrude with some later DPs. The visual element combination of scenic with close work contribute a great deal to the specific story but also add to a continued sense of mood and atmosphere. The care in production and editing doesn't jump into the foreground as it shouldn't but gives the action an excellent context. Ironically one of the producers has commented repeatedly that they long to replicate the work of American crime drama but this series is an excellent example of what the US could produce but doesn't.,5,Hard to over-rate,1,Fast Five,Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro they must pull one last job in order to gain their freedom.
205,B000H00VBQ,"Royali ""Merlis""",I really like this original and clever show. I have a question though - where is a first episode of the fifth season? It was shot in Texas and was about american soldier with PTSD. BBC site gives a full description of the Episode One: Prayer of the Bone . Why the season called full if one episode is missing? If anyone knows the answer I would be very interested to know.,5,great show but one episode missing from 5th season,1,Sherlock Holmes: A Game of Shadows,There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal but his capacity for evil and lack of conscience may give him an advantage over the  detective.
206,B000H00VBQ,"sadiayah ""youngadults99""",I caught an episode of Wire in the Blood - Nocebo as a rerun on HBO. I am completely won over by this intricate crime drama. I would recommend this show to anyone tired and bored by the endless stream of mindless trival 'reality' shows to get into this program to challenge their mind and engage the active part of their brain. Cast was well chosen and act as though this is not a program but real crime drama. Not wooden but includes little pieces of their lives away from the crime scene. A must see program. Robson Green is a superb actor. Not too know it all but human to make mistakes and regret them. Excellent,5,One of the best series made,1,Clash of the Titans,Born of a god but raised as a man Perseus is helpless to save his family from Hades vengeful god of the underworld. With nothing to lose Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts Perseus and his warriors will only survive if Perseus accepts his power as a god defies fate and creates his own destiny.
207,B000H00VBQ,Stephanie De Pue,"""Wire in the Blood Season 5"" is the latest installment of the British television mystery serial based on the works of Val McDermid to reach these shores.  The series a police procedural that stars Robson Green as psychologist Dr. Tony Hill criminal profiler is produced by Green's production company for the British Granada TV: he's one of their biggest domestic stars; and the series is surely tailored to his many strengths.  It has been shown here on BBC America; but it is lacking the last episode of the series as shown here which has been spun off as a standalone.In addition to Green the series stars longtime regulars Mark Letheren as Detective Sergeant Kevin Geoffries and Emma Handy as Detective Constable Paula McIntyre.  Simone Lahbib continues her more recent duties as Detective Inspector Alex Fielding Hill's foil romantic and otherwise.  This season as most is simply advertised as ""based on characters created by"" McDermid and there is not a single episode based on one of her books. However the episodes presented are of a fairly high quality solid mysteries with some of the well-known author's intensity; some of her edginess and grit and her ability to break new ground.  McDermid of course is a leading light of the British mystery writing school known as tartan noir: and what's that when it's at home you may ask.  Unusually bloody and violent lightened a bit by that dark Scots humor.  Written (duh!!) by a Scot which McDermid is Scots-born.At any rate the series is set in McDermid's fictional ""Bradfield"" it is filmed in Manchester the actual city in which she sets her work after doing 16 years there as a journalist.  Manchester's an interesting city to use: handsome and hardly ever seen here full of interesting looking architecture with a highly diverse population.  Unfortunately the cast has been encouraged to make use of the local accent and dialect and there are no subtitles a puzzling oversight considering Green's standing at Granada.  It makes the series quite difficult to follow for us on these shores.1. ""Colour of Amber.""  A white man appears to have kidnapped a young black girl on a busy street in the morning rush hour.  A strong complex mystery dealing with interracial matters; focusing on children damaged by the adults in their lives.2. ""Nocebo.""  A sadistic ritualistic killer seems to be at work targeting children.  Another strong intense episode more daring in its treatment of blacks than an American tv program would ever be giving us a really unflattering portrait of a black voodoo-oriented preacher Dr.Kingston.3. ""Names of Angels."" A serial killer seems to be targeting attractive blond young businesswomen.  A clever perhaps too clever outing.  Notable chiefly for the introduction of a character clearly based on one of the ten-year olds who tortured and killed two-year old James Bulger in Liverpool in February 1993.  ""Christopher"" has been a patient of Hill's while imprisoned for the crime and as he was so young when he committed it he is being released as a young man.  Hill is greatly concerned with his well-being.4. ""Anything You Can Do."" Yet another apparent serial killer at work putting bags over the heads of his victims.  Another clever one but a good mystery that once again ventures where American TV will never go.  Continues the sad arc of ""Christopher"" the released Liverpool child murderer.Green is of course a handsome man and a good actor and he gives us an intense intelligent portrait of Dr. Hill.  If only we could make out what he's saying.",4,If Only We Could Make Out What They're Saying,1,Total Recall,Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon he's off to Mars to find out who he is and who planted the chip.
208,B000H00VBQ,Susan Rhodes,I love the series!  However I was very disappointed that it isn't closed captioned.  All of the other BBC televised series have been.  I wish I hadn't purchased it.,4,No Closed Captioning!,1,The 13th Warrior,In AD 922 Arab courtier Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.
209,B000H00VBQ,Terence,I think wire in the blood has been my top favorite in all the series shows that I have watch  coming close to a near tie with Downton Abbey which I adored.  At first I thought the character was too fast for me to keep up but once I started watching more episodes its like I just want to see more of this series  I hope there is more to come.,5,so far my all time favorite,1,The Bourne Legacy,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.
210,B000H00VBQ,trv215,Awesome series!  Robson Green never ceases to amaze me; he outdoes himself in Wire In The Blood - ALL of the complete seasons!  Watch them all; not only the first.,5,Robson is amazing!,1,Batman & Robin,Along with crime-fighting partner Robin and new recruit Batgirl Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice while Ivy tries to drive a wedge between the dynamic duo.
211,B000H00VBQ,"WebScribe ""webscribes""","Just so you know!!!Episode One: Prayer of the Bone was considered a ""special"" and is not included in the Season 5 Set. It is scheduled to be released as a separate DVD on August 5th 2008. Each episode is about 83 minutes in length. This is a quality series that seems to improve each year as the character delvelopment matures.~ ~ SEASON 5 EPISODES ~ ~Episode One: Prayer of the BoneIn the season premiere Dr. Tony Hill (Robson Green) finds himself a fish out of water when he's invited to Texas as an expert witness in a case where an Iraq combat veteran has confessed to brutally slaughtering his wife and two young children. His defense team claims that he's suffering from Post-Traumatic Stress Disorder but the prosecution asks Tony who met with the soldier in the UK to join them in disproving that claim. Alone in a strange country surrounded by hostile lawyers and police Tony finds himself at the center of a death penalty case with competing legal and political interests. He's insulted threatened framed and physically attacked while the case takes a strange turn. Everyone seems to have a vested interest in the case - everyone except the suspect who strangely seems determined to die.Episode Two: The Color of AmberWhen a woman sees a young girl being snatched by a man in a car DI Alex Fielding (Simone Lahbib) fears they may only have hours to get her back alive. Since only one percent of the victims in abduction cases survive beyond a day new ACC James Morrison (Christopher Colquhoun) reacts by calling an Amber alert which floods the media with public pleas for information. He also pulls Tony in to help with profiling likely abductors.Episode Three: NoceboAlex investigates the murder of a teenage girl and a young boy who bear signs of ritual killings. The trail leads to a property tycoon who'll stop at nothing to get the rent a preacher whose healing activities involve animal sacrifice and a self-styled artist whose works not only depict violence but are painted in blood. Tony puzzles over what the killer might want to gain and why. Is this religion? And is it one killer or two with one suspect the acolyte of another?Episode Four: The Names of AngelsTwo women are found raped and strangled wearing the clothing of victims killed years earlier in Europe. Is the killer boasting to police about past crimes leaving bodies where they can easily be found? And why is he choosing victims from the business world? As Tony tries to unravel the deadly puzzle he's confronted by an unpleasant distraction - an 18-year-old released killer turns up on his doorstep.Episode Five: Anything You Can DoWhen a vulnerable elderly woman is suffocated in her home Alex and Tony suspect Bernard Kelly (Ian Peck) a security guard who has a dysfunctional relationship with his mother and was seen at the scene of the crime by several witnesses. But when the killings escalate it appears to be the work of more than one murderer. Could the deaths be connected to the sudden return of Tony's old hero respected psychologist Jonathan Goode?. . .",5,Only 4 of the 5 episodes included in this set,1,How the Grinch Stole Christmas,Inside a snowflake exists the magical land of Whoville. In Whoville live the Whos an almost mutated sort of Munchkin-like people. All the Whos love Christmas yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas and plots to steal it away from the Whos whom he equally abhors. Yet a small child Cindy Lou Who decides to try befriending the Grinch.
212,B000H00VBQ,windstormy,I first fell in love with Robson Green from watching him in another series. When I came across Wire In the Blood I was so excited to be able to view him again and in a series that was similar yet different enough for me to grow along with him as a character.,5,"Wire is an original, not in the mainstream known series",1,The Day After Tomorrow,After years of increases in the greenhouse effect  havoc is wreaked globally in the form of catastrophic hurricanes tornadoes tidal waves floods and the beginning of a new Ice Age. Paleoclimatologist Jack Hall tries to warn the world while also shepherding to safety his son trapped in New York after the city is overwhelmed by the start of the new big freeze.
213,B000H00VBQ,W. S. Ward,Every Season is GREAT.  If you like British Mysteries  this is for you !,5,Wire in the Blood,1,Mission: Impossible II,With computer genius Luther Stickell at his side and a beautiful thief on his mind agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission should Hunt choose to accept it plunges him into the center of an international crisis of terrifying magnitude.
214,B000H00VBQ,"Yvette R. Durham ""Renee""",Enjoyed this product very much. I enjoyed the increasing involment between DI Fielding and the lead character. The chemistry is increasing the longer they spend together. I also liked that we got to see a  little more of DI Fielding's personal life in this chapter.,5,Renee,1,The Perfect Storm,In October 1991 a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats their gear and the weather are juxtaposed with the sea adventure.
215,B000H00VBQ,Z Hayes,"I discovered this series quite by accident. Having watched and appreciated Masterpiece Contemporary: Place of Execution I was keen to read the novel (which inspired the TV adaptation) by Val McDermid. The novel was very well-written and a nail-biting suspense thriller. Then I discovered that Val McDermid wrote other novels as well and a couple of them inspired the TV crime drama Wire in the Blood.I finished watching all of Season 1 and have become a fan of this gritty crime drama that follows the investigations led by DI Carol Jordan (Hermione Norris). She is assisted by clinical psychologist Dr. Tony Hill (Robson Green) a rather eccentric figure who delves deeply into the minds of serial killers studies patterns of criminal behavior and profiles criminals. His methods may seem strange at times but he always manages to get results. Both Jordan and Hill make a strange if compelling pair with Jordan analyzing a case based on evidence and Hill working based on his knowledge of deviant behavior and what makes people commit disturbing crimes.Unlike some of the ""cozy"" mysteries such as the long-running Midsomer Murders - Set One and The Complete Inspector Lynley Mysteries Wire in the Blood is not for the faint of heart. The crimes are horrific sometimes involving children almost always patterned on deviant behavior and the suspects are almost always very disturbed individuals. The crime scenes are difficult to watch as are the way victims are found and even the forensic examinations are graphic and unsettling. Though compelling this is not really a show to watch in one sitting and may very well give viewers nightmares.The first season contains three main stories each divided into two episodes:The Mermaids Singing - Hill is on the trail of a seriously disturbed serial killer who targets homosexuals.Shadows Rising - The skeletal remains of a young woman is found and when further evidence turns up DI Jordan and Hill realize they have a serial killer on their hands one with a penchant for dark-haired young women.Justice Painted Blind - Another unsettling case this time revolving around an old child abduction and murder case. A couple of apparently random murders turn out not to be so random after all when it is discovered that the victims do share a connection involving an old court case where the accused was found not guilty. This throws up a whole bunch of suspects including the parents of the murdered girl.The writing on this crime drama is excellent and Robson Green is credible as the clinical psychologist who has a rare knack for profiling and getting under the skin of some of the most dangerous criminals. The drama also explores the chemistry and tension between Hill and DI Jordan all of which result in a riveting show that keeps viewers coming back for more.The streaming was good overall with only a little delayed streaming during Episode One. There were no glitches on the other episodes. The picture quality could be improved though as it did seem a bit grainy to me.",5,I purchased the series via streaming and loved it!,1,4: Rise of the Silver Surfer,The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer' but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.
216,B000H06480,"C. Wilson ""TVOD""",The previous reviewer is mistaken in thinking there are episodes missing as the first season consisted of only 10 episodes. This show wasn't even expected to be picked up for a second season on The N but the viewer response was so positive they brought it back. The shows should be watched in order to track character development. The main story line involves a teen-aged girl wrestling with her attraction to girls. Unlike most other shows touching upon this issue the character comes to terms with her lesbianism which is key to the series. Seeing a show like this 25 years ago would have gone far in answering a lot of questions I was having. I'm glad to see positive queer role models are making it more often to the media.,5,Great Show!,1,Life of Pi,The story of an Indian boy named Pi a zookeeper's son who finds himself in the company of a hyena zebra orangutan and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.
217,B000H06480,"Informatik Studentin ""la estudiante""",this series is highly entertaining: dialogues are funny and witty the actors are doing a great job as are the producers and writers. it's not a high-budget-series but it doesn't need to be. despite it's very addictive and well made. and it's not only a series for teenagers - maybe some parents should watch and learn. there are a lot of themes dealt with: racisim integration betrayl career identity  sexuality... the two main characters have a good chemistry which reflects in their acting in the series. i'm very glad they are doing the second season - finally more from ashley and spencer!i just wish this series was available to an international audience.i think it also to be great that you can legally download single episodes via the internet - yet i hope to find a dvd of south of nowhere soon - with loads of extras!,5,highly entertaining!,1,Ghost Rider,In order to save his dying father young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson the love of his life. Years later Johnny's path crosses again with Roxanne now a go-getting reporter and also with Mephistopheles who offers to release Johnny's soul if Johnny becomes the fabled fiery 'Ghost Rider'.
218,B000H06480,"Mark Christensen ""fushigi_nibow""","I started watching this show on a whim since I had nothing better to do.  I was hooked from the first episode even though I'm not entirely sure why.  I liked how the characters interacted.  I moved to a different community when I was fairly young but it was the opposite way.  I was going from a big city to a small farming community.  So I could relate to trying to fit in with the new community.Even if things are sometimes overdone this series touches on points that few TV shows have.  There's been a few about racism bigotry fitting in considering the future etc but this was the first time I watched a show that was made for people under 18 about homosexuality.  This is why I find it to be a progressive show since young people need to understand that there are people like this.  They don't have to exactly agree with everything but I like how the show shows them as normal teenagers which is how it is in reality.  Of course I think some parents need to see this show for the same reason.I am hoping for a DVD release and the Unbox is still missing 3 episodes from the 3rd season namely ""Can't Buy Me Love"" ""Career Day"" and ""Spencer's 18th Birthday"".  Hopefully these episodes will be posted at some point too.  I'm only getting these in the Unbox form to show my support for this series even though it's been out for a while.",5,"Progressive Television, at last!",1,Jason Bourne,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.
219,B000H06480,Mark Twine,Although the writing can be a bit dry at times South of Nowhere is by far one of the most unique and risky television shows out there.,5,Intelligent,1,Charlie's Angels: Full Throttle,The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed the ladies target a rogue agent who might be responsible.
220,B000H06480,"Sebastiano ""SCC""",Some episodes are missing. So why should one even bother to buy this? Why are these episodes missing? Are they going to be provided in the near future or this is it? Isn't this like buying a bicycle with a missing wheel?,1,What about the missing episodes?,0,Prometheus,A team of explorers discover a clue to the origins of mankind on Earth leading them on a journey to the darkest corners of the universe. There they must fight a terrifying battle to save the future of the human race.
221,B000H06480,"TroubleInWoodsboro ""Hello,Sidney!""",this is a great teen geared show with good preformances from its young actors its a great addition to its network nieghbor degrassi the next generation which i also personally love because of its separation of all the pop culture gunk that shows like one tree hill and the oc bring to the teen market as does south of nowhere breaking away from the hot cheerleader dates the hot basketball player formula thats overplayed so all in all its a good show to watch and enjoy where the writing acting and plots almost always click.i came for degrassi and i stayed for south of nowhere........and fell asleep when beyond the break came on.,5,hmmmmm smithers who is that bumbling idiot,1,Stuart Little 2,Stuart an adorable white mouse still lives happily with his adoptive family the Littles on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart his human brother George and their mischievous cat Snowbell set out to rescue a friend.
222,B000H0OEJG,Amazon Customer,This is a wonderful DVD which every soccer coach should have in his arsenal (pun intended) in his Barcelona collection of coaching aids. Brasil shall return. Watch out World...,5,Coaching accessories,1,Elysium,In the year 2159 two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium and the rest who live on an overpopulated ruined Earth. Secretary Rhodes (Jodie Foster) a hard line government ofﬁcial will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in by any means they can. When unlucky Max (Matt Damon) is backed into a corner he agrees to take on a daunting mission that if successful will not only save his life but could bring equality to these polarized worlds.
223,B000H0T112,O. Swerling,Admittedly this show isn't for everyone. It can be silly sometimes. Still it has the potential to be very funny clever and sweet.,4,Sweet cartoon,1,The Chronicles of Riddick,After years of outrunning ruthless bounty hunters escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now waging incredible battles on fantastic and deadly worlds this lone reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.
224,B000H0T112,Sonari,"I think that Danny Phantom is a great show. It's attracting to both kids and adults. It has good storylines character development and is has great plots.For those who think that Danny Phantom is for kids only they're wrong. I am a teenager myself and I love the show. You don't have to be a kid to like it (even Though it's rated TV-Y7-FV).For those of you who don't know what the show is about let me tell you. This show takes place in a fictional city called Amity Park. 14-year-old Danny Fenton and his friends goth-girl Samantha ""Sam"" Manson and techno-geek Tucker Foley attend Casper High. Danny's parents are too obsessed with ghosts that they don't really think about anything else. One day there was an accident in his parents lab and he got ghost powers. He now protects the city of Amity Park from all kinds of ghosts while avoiding ghost hunters like the ""Guys in White"" and his parents. Trying to keep his ghost half a secret while avoiding Mr. Lancer's wrath (his teacher) Sam and Tucker always have Danny's back when he needs them.I hope this review was helpful. It's one of my top favorite cartoons. I give it two thumbs up!",4,Great Cartoon,1,RoboCop,In RoboCop the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas their drones have been used by the military for years but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front and they see a golden opportunity to do it.  When Alex Murphy – a loving husband father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured OmniCorp sees their chance to build a part-man part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders but they never counted on one thing: there is still a man inside the machine.
225,B000H0X79O,Allen T. Frederick,The first time I saw him he seemed a little wierd but the more I watched the more I liked him.,5,"Funny, clean, entertaining",1,Speed Racer,Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.
226,B000H0X79O,Amazon Customer,It was hilarious. It  had all the comedians That I like to watch. Would definatly watch this again and again,5,Funny,1,How Do You Know,After being cut from the USA softball team and feeling a bit past her prime Lisa finds herself evaluating her life and in the middle of a love triangle as a corporate guy in crisis competes with her current baseball-playing beau.
227,B000H0X79O,anirishlassie,Haven't watch more than a few episodes and don't know that I will.  Didn't find the ones I watched all that funny,2,so so,0,Knight and Day,A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals they race across the globe with their survival ultimately hinging on the battle of truth vs. trust.
228,B000H0X79O,Avid listener,Good comedy and not too blue.  I had not heard of these people but they are obviously top drawer.  I'll watch all of the episodes,5,very good,1,Oblivion,Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.
229,B000H0X79O,"C. Desmond Gunatilaka ""lankaman""",Always happy to see varying collection of comedians presenting their acts - then remembering them as they climb the ladder of popularity,4,Rib tickling humor,1,Star Wars: Episode III - Revenge of the Sith,Years after the onset of the Clone Wars the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.
230,B000H0X79O,Christopher M.,Boring,1,One Star,0,Star Wars: Episode II - Attack of the Clones,Ten years after the invasion of Naboo the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala the former Queen of Naboo twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission Anakin discovers his love for Padmé as well as his own darker side. Soon Anakin Padmé and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.
231,B000H0X79O,Corry Henry,I never watched it because I get an error on the shows I want to see.  I can't recall the error message but I couldn't watch Stephen Lynch or Jim gaffigan.  Some of them did work but it was 50/50.,1,Many of the episodes errored out on Amazon Instant Video,0,"Monsters, Inc.",James Sullivan and Mike Wazowski are monsters they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.
232,B000H0X79O,Daniel,The first episode of this series was hilarious.  Brian Regan's set reminded me of goofing around with my buddies in high school and college and it had me in stitches.  His set didn't cover politics or any &#34;hot topics&#34; of the day it covered generic topics ranging from Pop Tart instructions to eye exams.  Anyway it was fun and I would recommend that episode to anyone looking for a good clean laugh without having to carry the weight of politics or depravity.  It was fun.,4,Brian Regan is a hoot,1,The Wolverine,Wolverine faces his ultimate nemesis - and tests of his physical emotional and mortal limits - in a life-changing voyage to modern-day Japan.
233,B000H0X79O,D. E. Leopard,This is an excellent collection of Stand Up comedy. Great escapist entertainment! Since laughter is the best medicine this is just the right prescription. Some of the comics had me in tears laughing so hard and others were not quite as funny. Comedy is very personal but I think there is something for everyone in this collection. I would recommend this collection to anyone. Adult humor which is pretty much the norm with Stand Up. This was free with Amazon Prime..so the price is definitely right.,4,Really funny stuff!,1,Star Wars: Episode I - The Phantom Menace,Anakin Skywalker a young slave strong with the Force is discovered on Tatooine. Meanwhile the evil Sith have returned enacting their plot for revenge against the Jedi.
234,B000H0X79O,Denise Piepoli,clean no foul language like most of the yahooscan stand the filt or the blasphemy these jack a's usehard to find A Family friendly comic he fits the bill with out the gutter language,5,he great,1,The Croods,The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.
